0,0,1,2,3,4,5,6,7
1,0,1,2,3,4,5,6,7
2,0,1,2,3,4,5,6,7
3,0,1,2,3,4,5,6,7
4,0,1,2,3,4,5,6,7
5,0,1,2,3,4,5,6,7
6,0,1,2,3,4,5,6,7
7,0,1,2,3,4,5,6,7
8,0,1,2,3,4,5,6,7
9,0,1,2,3,4,5,6,7
10,0,1,2,3,4,5,6,7
11,0,1,2,3,4,5,6,7
12,0,1,2,3,4,5,6,7
13,0,1,2,3,4,5,6,7
14,0,1,2,3,4,5,6,7
15,0,1,2,3,4,5,6,7
16,0,1,2,3,4,5,6,7
17,0,1,2,3,4,5,6,7
18,0,1,2,3,4,5,6,7
19,0,1,2,3,4,5,6,7
20,0,1,2,3,4,5,6,7
21,0,1,2,3,4,5,6,7
22,0,1,2,3,4,5,6,7
23,0,1,2,3,4,5,6,7
24,0,1,2,3,4,5,6,7
25,0,1,2,3,4,5,6,7
26,0,1,2,3,4,5,6,7
27,0,1,2,3,4,5,6,7
28,0,1,2,3,4,5,6,7
29,0,1,2,3,4,5,6,7
30,0,1,2,3,4,5,6,7
31,0,1,2,3,4,5,6,7
32,0,1,2,3,4,5,6,7
33,0,1,2,3,4,5,6,7
34,0,1,2,3,4,5,6,7
35,0,1,2,3,4,5,6,7
36,0,1,2,3,4,5,6,7
37,0,1,2,3,4,5,6,7
38,0,1,2,3,4,5,6,7
39,0,1,2,3,4,5,6,7
40,0,1,2,3,4,5,6,7
41,0,1,2,3,4,5,6,7
42,0,1,2,3,4,5,6,7
43,0,1,2,3,4,5,6,7
44,0,1,2,3,4,5,6,7
45,0,1,2,3,4,5,6,7
46,0,1,2,3,4,5,6,7
47,0,1,2,3,4,5,6,7
48,0,1,2,3,4,5,6,7
49,0,1,2,3,4,5,6,7
50,0,1,2,3,4,5,6,7
51,0,1,2,3,4,5,6,7
52,0,1,2,3,4,5,6,7
53,0,1,2,3,4,5,6,7
54,0,1,2,3,4,5,6,7
55,0,1,2,3,4,5,6,7
56,0,1,2,3,4,5,6,7
57,0,1,2,3,4,5,6,7
58,0,1,2,3,4,5,6,7
59,0,1,2,3,4,5,6,7
60,0,1,2,3,4,5,6,7
61,0,1,2,3,4,5,6,7
62,0,1,2,3,4,5,6,7
63,0,1,2,3,4,5,6,7
64,0,1,2,3,4,5,6,7
65,0,1,2,3,4,5,6,7
66,0,1,2,3,4,5,6,7
67,0,1,2,3,4,5,6,7
68,0,1,2,3,4,5,6,7
69,0,1,2,3,4,5,6,7
70,0,1,2,3,4,5,6,7
71,0,1,2,3,4,5,6,7
72,0,1,2,3,4,5,6,7
73,0,1,2,3,4,5,6,7
74,0,1,2,3,4,5,6,7
75,0,1,2,3,4,5,6,7
76,0,1,2,3,4,5,6,7
77,0,1,2,3,4,5,6,7
78,0,1,2,3,4,5,6,7
79,0,1,2,3,4,5,6,7
80,0,1,2,3,4,5,6,7
81,0,1,2,3,4,5,6,7
82,0,1,2,3,4,5,6,7
83,0,1,2,3,4,5,6,7
84,0,1,2,3,4,5,6,7
85,0,1,2,3,4,5,6,7
86,0,1,2,3,4,5,6,7
87,0,1,2,3,4,5,6,7
88,0,1,2,3,4,5,6,7
89,0,1,2,3,4,5,6,7
90,0,1,2,3,4,5,6,7
91,0,1,2,3,4,5,6,7
92,0,1,2,3,4,5,6,7
93,0,1,2,3,4,5,6,7
94,0,1,2,3,4,5,6,7
95,0,1,2,3,4,5,6,7
96,0,1,2,3,4,5,6,7
97,0,1,2,3,4,5,6,7
98,0,1,2,3,4,5,6,7
99,0,1,2,3,4,5,6,7
100,0,1,2,3,4,5,6,7
101,0,1,2,3,4,5,6,7
102,0,1,2,3,4,5,6,7
103,0,1,2,3,4,5,6,7
104,0,1,2,3,4,5,6,7
105,0,1,2,3,4,5,6,7
106,0,1,2,3,4,5,6,7
107,0,1,2,3,4,5,6,7
108,0,1,2,3,4,5,6,7
109,0,1,2,3,4,5,6,7
110,0,1,2,3,4,5,6,7
111,0,1,2,3,4,5,6,7
112,0,1,2,3,4,5,6,7
113,0,1,2,3,4,5,6,7
114,0,1,2,3,4,5,6,7
115,0,1,2,3,4,5,6,7
116,0,1,2,3,4,5,6,7
117,0,1,2,3,4,5,6,7
118,0,1,2,3,4,5,6,7
119,0,1,2,3,4,5,6,7
120,0,1,2,3,4,5,6,7
121,0,1,2,3,4,5,6,7
122,0,1,2,3,4,5,6,7
123,0,1,2,3,4,5,6,7
124,0,1,2,3,4,5,6,7
125,0,1,2,3,4,5,6,7
126,0,1,2,3,4,5,6,7
127,0,1,2,3,4,5,6,7
128,0,1,2,3,4,5,6,7
129,0,1,2,3,4,5,6,7
130,0,1,2,3,4,5,6,7
131,0,1,2,3,4,5,6,7
132,0,1,2,3,4,5,6,7
133,0,1,2,3,4,5,6,7
134,0,1,2,3,4,5,6,7
135,0,1,2,3,4,5,6,7
136,0,1,2,3,4,5,6,7
137,0,1,2,3,4,5,6,7
138,0,1,2,3,4,5,6,7
139,0,1,2,3,4,5,6,7
140,0,1,2,3,4,5,6,7
141,0,1,2,3,4,5,6,7
142,0,1,2,3,4,5,6,7
143,0,1,2,3,4,5,6,7
144,0,1,2,3,4,5,6,7
145,0,1,2,3,4,5,6,7
146,0,1,2,3,4,5,6,7
147,0,1,2,3,4,5,6,7
148,0,1,2,3,4,5,6,7
149,0,1,2,3,4,5,6,7
150,0,1,2,3,4,5,6,7
151,0,1,2,3,4,5,6,7
152,0,1,2,3,4,5,6,7
153,0,1,2,3,4,5,6,7
154,0,1,2,3,4,5,6,7
155,0,1,2,3,4,5,6,7
156,0,1,2,3,4,5,6,7
157,0,1,2,3,4,5,6,7
158,0,1,2,3,4,5,6,7
159,0,1,2,3,4,5,6,7
160,0,1,2,3,4,5,6,7
161,0,1,2,3,4,5,6,7
162,0,1,2,3,4,5,6,7
163,0,1,2,3,4,5,6,7
